"Notes"	"Year"	"Year Code"	"Ten-Year Age Groups"	"Ten-Year Age Groups Code"	"Injury Mechanism & All Other Leading Causes"	"Injury Mechanism & All Other Leading Causes Code"	Deaths	Population	Crude Rate
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Septicemia"	"GR113-010"	134	43797875	0.3
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Viral hepatitis"	"GR113-015"	4	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	134	43797875	0.3
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	78	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1611	43797875	3.7
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	99	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Anemias"	"GR113-045"	97	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Diabetes mellitus"	"GR113-046"	167	43797875	0.4
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	9	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Meningitis"	"GR113-050"	28	43797875	0.1
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Parkinsons disease"	"GR113-051"	3	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	998	43797875	2.3
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	15	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	186	43797875	0.4
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	46	43797875	0.1
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	61	43797875	0.1
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	220	43797875	0.5
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	7	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	170	43797875	0.4
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	46	43797875	0.1
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	129	43797875	0.3
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Peptic ulcer"	"GR113-090"	12	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Diseases of appendix"	"GR113-091"	7	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Hernia"	"GR113-092"	1	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	38	43797875	0.1
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	4	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	71	43797875	0.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Infections of kidney"	"GR113-102"	7	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	4	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	6	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	166	43797875	0.4
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	13	43797875	Unreliable
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	432	43797875	1.0
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	525	43797875	1.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	1824	43797875	4.2
	"2011"	"2011"	"15-24 years"	"15-24"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	46	43797875	0.1
"Total"	"2011"	"2011"	"15-24 years"	"15-24"			29667	43797875	67.7
"Total"	"2011"	"2011"					39314	101002444	38.9
	"2012"	"2012"	"1-4 years"	"1-4"	"Cut/Pierce"	"GRINJ-001"	17	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Drowning"	"GRINJ-002"	436	16056267	2.7
	"2012"	"2012"	"1-4 years"	"1-4"	"Fall"	"GRINJ-003"	21	16056267	0.1
	"2012"	"2012"	"1-4 years"	"1-4"	"Fire/Flame"	"GRINJ-004"	117	16056267	0.7
	"2012"	"2012"	"1-4 years"	"1-4"	"Hot object/Substance"	"GRINJ-005"	3	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Firearm"	"GRINJ-006"	70	16056267	0.4
	"2012"	"2012"	"1-4 years"	"1-4"	"Machinery"	"GRINJ-007"	9	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Motor Vehicle Traffic"	"GRINJ-008"	357	16056267	2.2
	"2012"	"2012"	"1-4 years"	"1-4"	"Other Pedal cyclist"	"GRINJ-009"	1	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Other Pedestrian"	"GRINJ-010"	98	16056267	0.6
	"2012"	"2012"	"1-4 years"	"1-4"	"Other land transport"	"GRINJ-011"	26	16056267	0.2
	"2012"	"2012"	"1-4 years"	"1-4"	"Other transport"	"GRINJ-012"	6	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Natural/Environmental"	"GRINJ-013"	39	16056267	0.2
	"2012"	"2012"	"1-4 years"	"1-4"	"Poisoning"	"GRINJ-015"	63	16056267	0.4
	"2012"	"2012"	"1-4 years"	"1-4"	"Struck by or against"	"GRINJ-016"	55	16056267	0.3
	"2012"	"2012"	"1-4 years"	"1-4"	"Suffocation"	"GRINJ-017"	166	16056267	1.0
	"2012"	"2012"	"1-4 years"	"1-4"	"Other specified, classifiable Injury"	"GRINJ-018"	57	16056267	0.4
	"2012"	"2012"	"1-4 years"	"1-4"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	34	16056267	0.2
	"2012"	"2012"	"1-4 years"	"1-4"	"Unspecified Injury"	"GRINJ-020"	191	16056267	1.2
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Intestinal infections"	"GR113 001-003"	22	16056267	0.1
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Tuberculosis"	"GR113 005-006"	2	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Whooping cough"	"GR113-007"	2	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Meningococcal infection"	"GR113-009"	3	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Septicemia"	"GR113-010"	62	16056267	0.4
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	1	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	95	16056267	0.6
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	392	16056267	2.4
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	55	16056267	0.3
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Anemias"	"GR113-045"	15	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Diabetes mellitus"	"GR113-046"	6	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	1	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Meningitis"	"GR113-050"	6	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	154	16056267	1.0
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	2	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	56	16056267	0.3
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	3	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	2	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	93	16056267	0.6
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	18	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	51	16056267	0.3
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	8	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	94	16056267	0.6
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Diseases of appendix"	"GR113-091"	2	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Hernia"	"GR113-092"	5	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	2	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	11	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Infections of kidney"	"GR113-102"	1	16056267	Unreliable
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	42	16056267	0.3
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	501	16056267	3.1
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	267	16056267	1.7
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	466	16056267	2.9
	"2012"	"2012"	"1-4 years"	"1-4"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	12	16056267	Unreliable
"Total"	"2012"	"2012"	"1-4 years"	"1-4"			4218	16056267	26.3
	"2012"	"2012"	"5-14 years"	"5-14"	"Cut/Pierce"	"GRINJ-001"	22	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Drowning"	"GRINJ-002"	260	41144754	0.6
	"2012"	"2012"	"5-14 years"	"5-14"	"Fall"	"GRINJ-003"	26	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Fire/Flame"	"GRINJ-004"	134	41144754	0.3
	"2012"	"2012"	"5-14 years"	"5-14"	"Firearm"	"GRINJ-006"	330	41144754	0.8
	"2012"	"2012"	"5-14 years"	"5-14"	"Machinery"	"GRINJ-007"	11	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Motor Vehicle Traffic"	"GRINJ-008"	746	41144754	1.8
	"2012"	"2012"	"5-14 years"	"5-14"	"Other Pedal cyclist"	"GRINJ-009"	11	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Other Pedestrian"	"GRINJ-010"	37	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Other land transport"	"GRINJ-011"	67	41144754	0.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Other transport"	"GRINJ-012"	24	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Natural/Environmental"	"GRINJ-013"	24	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Poisoning"	"GRINJ-015"	72	41144754	0.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Struck by or against"	"GRINJ-016"	25	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Suffocation"	"GRINJ-017"	310	41144754	0.8
	"2012"	"2012"	"5-14 years"	"5-14"	"Other specified, classifiable Injury"	"GRINJ-018"	25	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	41	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Unspecified Injury"	"GRINJ-020"	57	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Intestinal infections"	"GR113 001-003"	11	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Meningococcal infection"	"GR113-009"	1	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Septicemia"	"GR113-010"	52	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Arthropod-borne viral encephalitis"	"GR113-013"	1	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	4	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	52	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	912	41144754	2.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	87	41144754	0.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Anemias"	"GR113-045"	28	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Diabetes mellitus"	"GR113-046"	34	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	2	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Meningitis"	"GR113-050"	14	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	175	41144754	0.4
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	1	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	85	41144754	0.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	7	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	7	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	85	41144754	0.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	4	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	119	41144754	0.3
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	7	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	63	41144754	0.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Peptic ulcer"	"GR113-090"	1	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Diseases of appendix"	"GR113-091"	5	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Hernia"	"GR113-092"	5	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	1	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	8	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	1	41144754	Unreliable
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	34	41144754	0.1
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	327	41144754	0.8
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	101	41144754	0.2
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	722	41144754	1.8
	"2012"	"2012"	"5-14 years"	"5-14"	"Non-Injury: Complications of medical and surgical care"	"GR113-135"	22	41144754	0.1
"Total"	"2012"	"2012"	"5-14 years"	"5-14"			5200	41144754	12.6
	"2012"	"2012"	"15-24 years"	"15-24"	"Cut/Pierce"	"GRINJ-001"	418	43943905	1.0
	"2012"	"2012"	"15-24 years"	"15-24"	"Drowning"	"GRINJ-002"	643	43943905	1.5
	"2012"	"2012"	"15-24 years"	"15-24"	"Fall"	"GRINJ-003"	366	43943905	0.8
	"2012"	"2012"	"15-24 years"	"15-24"	"Fire/Flame"	"GRINJ-004"	117	43943905	0.3
	"2012"	"2012"	"15-24 years"	"15-24"	"Hot object/Substance"	"GRINJ-005"	2	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Firearm"	"GRINJ-006"	6451	43943905	14.7
	"2012"	"2012"	"15-24 years"	"15-24"	"Machinery"	"GRINJ-007"	30	43943905	0.1
	"2012"	"2012"	"15-24 years"	"15-24"	"Motor Vehicle Traffic"	"GRINJ-008"	6910	43943905	15.7
	"2012"	"2012"	"15-24 years"	"15-24"	"Other Pedal cyclist"	"GRINJ-009"	19	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Other Pedestrian"	"GRINJ-010"	116	43943905	0.3
	"2012"	"2012"	"15-24 years"	"15-24"	"Other land transport"	"GRINJ-011"	220	43943905	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	"Other transport"	"GRINJ-012"	81	43943905	0.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Natural/Environmental"	"GRINJ-013"	50	43943905	0.1
	"2012"	"2012"	"15-24 years"	"15-24"	"Poisoning"	"GRINJ-015"	3799	43943905	8.6
	"2012"	"2012"	"15-24 years"	"15-24"	"Struck by or against"	"GRINJ-016"	57	43943905	0.1
	"2012"	"2012"	"15-24 years"	"15-24"	"Suffocation"	"GRINJ-017"	2090	43943905	4.8
	"2012"	"2012"	"15-24 years"	"15-24"	"Other specified, classifiable Injury"	"GRINJ-018"	216	43943905	0.5
	"2012"	"2012"	"15-24 years"	"15-24"	"Other specified, not elsewhere classified Injury"	"GRINJ-019"	102	43943905	0.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Unspecified Injury"	"GRINJ-020"	283	43943905	0.6
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Intestinal infections"	"GR113 001-003"	16	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Tuberculosis"	"GR113 005-006"	3	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Meningococcal infection"	"GR113-009"	11	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Septicemia"	"GR113-010"	120	43943905	0.3
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Viral hepatitis"	"GR113-015"	4	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Human immunodeficiency virus (HIV) disease"	"GR113-016"	116	43943905	0.3
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Other and unspecified infectious and parasitic diseases and their sequelae"	"GR113-018"	69	43943905	0.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Malignant neoplasms (Cancers)"	"GR113 020-043"	1574	43943905	3.6
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: In situ neoplasms, benign neoplasms and neoplasms of uncertain or unknown behavior"	"GR113-044"	82	43943905	0.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Anemias"	"GR113-045"	89	43943905	0.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Diabetes mellitus"	"GR113-046"	196	43943905	0.4
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Nutritional Deficiencies"	"GR113 048-049"	2	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Meningitis"	"GR113-050"	17	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Parkinsons disease"	"GR113-051"	1	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Diseases of Heart"	"GR113 055-068"	956	43943905	2.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Essential (primary) hypertension and hypertensive renal disease"	"GR113-069"	15	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Cerebrovascular diseases, including stroke"	"GR113-070"	183	43943905	0.4
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Atherosclerosis"	"GR113-071"	2	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of the circulatory system"	"GR113 073-074"	48	43943905	0.1
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Other disorders of circulatory system"	"GR113-075"	45	43943905	0.1
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Influenza & Pneumonia"	"GR113 077-078"	147	43943905	0.3
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Other acute lower respiratory infections"	"GR113 079"	6	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Chronic lower respiratory diseases"	"GR113 082"	143	43943905	0.3
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Pneumonitis due to solids and liquids"	"GR113-088"	39	43943905	0.1
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Other diseases of respiratory system"	"GR113-089"	111	43943905	0.3
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Peptic ulcer"	"GR113-090"	6	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Diseases of appendix"	"GR113-091"	7	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Hernia"	"GR113-092"	4	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Chronic liver disease and cirrhosis"	"GR113 093"	31	43943905	0.1
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Cholelithiasis and other disorders of gallbladder"	"GR113-096"	8	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Nephritis, nephrotic syndrome and nephrosis"	"GR113 097"	68	43943905	0.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Infections of kidney"	"GR113-102"	1	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Inflammatory diseases of female pelvic organs"	"GR113-104"	1	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Pregnancy with abortive outcome"	"GR113-106"	5	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Other complications of pregnancy, childbirth and the puerperium"	"GR113-107"	164	43943905	0.4
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Certain conditions originating in the perinatal period"	"GR113-108"	14	43943905	Unreliable
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Congenital malformations, deformations and chromosomal abnormalities"	"GR113-109"	423	43943905	1.0
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified"	"GR113-110"	544	43943905	1.2
	"2012"	"2012"	"15-24 years"	"15-24"	"Non-Injury: All other diseases (Residual)"	"GR113-111"	1913	43943905	4.4
